country,year,pop,gdp,gdp.growth,pop.growth,invest,trade
Netherlands,1985,14491380,24649.08726,0.026359643,0.006251662,18.47087726,1.023675034
Netherlands,1990,14951510,28121.60348,0.016671184,0.006676511,18.46687781,1.020510546
Netherlands,1995,15459054,30566.17509,0.034677839,0.005723607,19.18703278,1.119896615
Netherlands,2000,15907853,36353.23518,0.010350662,0.006185022,18.30086067,1.188370304
New.Zealand,1950,1908310,11382.32273,0.008049139,0.022559107,20.65495371,0.576394664
New.Zealand,1955,2136168,11849.75521,0.030510688,0.020922565,20.5268542,0.503486997
New.Zealand,1960,2371746,13802.65063,0.028553371,0.021460806,18.31958244,0.447563189
New.Zealand,1965,2640400,15920.81711,0.00506224,0.013731401,18.72733206,0.435179476
New.Zealand,1970,2828050,16328.93529,0.02112586,0.019508039,20.58891574,0.477044644
New.Zealand,1975,3117800,18148.13873,-0.008584444,0.003330256,17.64928824,0.561026512
New.Zealand,1980,3170150,17385.66096,0.018223049,0.009466622,19.02590641,0.614860014
New.Zealand,1985,3323811,19044.17018,0.005590987,0.005335599,19.20384202,0.532937376
New.Zealand,1990,3413677,19584.05982,0.01746345,0.012958589,17.77525946,0.573808975
New.Zealand,1995,3642182,21370.9647,0.020221253,0.008609899,20.18121093,0.578095108
New.Zealand,2000,3802400,23644.71153,0.029826953,0.012529164,21.37337908,0.633880899
Nicaragua,1950,1097916,1947.659461,0.067558596,0.030265049,19.23649353,0.661520274
Nicaragua,1955,1277288,2730.326931,-0.013947209,0.031169228,19.67620963,0.755512252
Nicaragua,1960,1492698,2546.41201,0.067854348,0.031850794,20.15952414,0.733795913
Nicaragua,1965,1750391,3574.970959,0.005205478,0.031848162,25.05774136,0.805358051
Nicaragua,1970,2052544,3669.239582,0.018111199,0.030852212,26.7093249,0.75733786
Nicaragua,1975,2394899,4017.020422,-0.053965979,0.031658551,16.29630026,0.595266415
Nicaragua,1980,2805646,3067.032695,0.013419485,0.025729953,25.28754427,0.473244669
Nicaragua,1985,3190838,3279.883713,-0.081830557,0.028804282,22.90736055,0.354507749
Nicaragua,1990,3685127,2178.540555,-0.031907551,0.034759549,19.53284848,0.440574199
Nicaragua,1995,4384619,1857.288127,0.021923625,0.020833902,29.08616898,0.660651262
Nicaragua,2000,4866000,2072.458435,-0.001604016,0.015837739,26.93273445,0.750407924
Niger,1960,3912663,746.1270935,0.033958476,0.020900003,13.21739559,0.253055283
Niger,1965,4343664,884.2044645,-0.02282264,0.021659999,11.57272566,0.319584673
Niger,1970,4840501,788.8491668,-0.047139788,0.022580016,18.14208069,0.428534396
Niger,1975,5419038,623.2054207,0.019741545,0.023459847,24.19407953,0.530572873
Niger,1980,6093469,687.8590295,-0.053371642,0.023966284,17.48964666,0.528687049
Niger,1985,6869209,526.749819,-0.008086111,0.026482102,18.43346252,0.446661574
Niger,1990,7841730,505.8778091,-0.011904086,0.031934302,14.19674078,0.398714329
Niger,1995,9199333,476.6463099,-0.0003662,0.034867775,14.26795633,0.453910381
Niger,2000,10951428,475.7743699,0.019529543,0.037180747,14.91940951,0.446297421
Nigeria,1950,31796939,1110.286382,0.024456879,0.024570214,2.908604495,0.337336075
Nigeria,1955,35953308,1254.707376,0.039459356,0.02892315,3.959108339,0.304095107
Nigeria,1960,41547479,1528.36595,-0.016015631,0.029139476,3.769508477,0.293948685
Nigeria,1965,48064037,1410.749329,-0.003160456,0.029078123,5.666903776,0.311615022
Nigeria,1970,55585637,1388.63149,0.048153132,0.029504518,7.535786287,0.296656551
Nigeria,1975,64421500,1766.648739,-0.039139069,0.029930963,11.09406866,0.416681444
Nigeria,1980,74821273,1452.649369,-0.018576173,0.025249346,10.24366014,0.366733657
Nigeria,1985,84889378,1323.802365,-0.022952326,0.025853736,4.920247182,0.373934441
Nigeria,1990,96603759,1180.273919,-0.016702488,0.024997592,5.594229239,0.558713028
Nigeria,1995,109465082,1085.709952,0.009044653,0.023606298,4.192290744,0.632676909
Nigeria,2000,123178818,1135.936445,0.061374137,0.02199017,2.116074348,0.685065663
Norway,1950,3265126,9466.076684,0.030825555,0.009701246,32.8822309,0.732484434
Norway,1955,3427409,11043.50319,0.021270384,0.00878085,33.52383417,0.743990305
Norway,1960,3581239,12282.73024,0.040201252,0.007772412,31.75391283,0.713549271
Norway,1965,3723153,15017.26427,0.0317477,0.008118065,31.82217186,0.728535786
Norway,1970,3877386,17600.70553,0.041703957,0.006591945,34.73263193,0.75090672
Norway,1975,4007313,21681.48722,0.035875805,0.00387051,35.3924269,0.775558379
Norway,1980,4085620,25941.33905,0.028571323,0.003243513,28.70647914,0.780516387
Norway,1985,4152419,29925.00485,0.015400289,0.004269043,30.98062939,0.712484771
Norway,1990,4242006,32320.31114,0.032843762,0.005445915,23.95742705,0.70907923
Norway,1995,4359101,38088.58656,0.032583532,0.006024247,26.58244431,0.723547002
Norway,2000,4492400,44827.97264,0.016574326,0.00443105,22.57001682,0.715172836
Oman,1970,778536,6870.86902,0.059194537,0.031926551,39.70336925,0.990131786
Oman,1975,913285,9237.426035,-0.000898878,0.050370745,46.95444546,1.031400987
Oman,1980,1174857,9196.002617,0.079644844,0.046393475,33.95902362,0.917204752
Oman,1985,1481587,13694.48386,-0.000385544,0.03590891,34.85582277,0.73792412
Oman,1990,1772974,13668.11016,0.022622713,0.037536014,29.22311281,0.783608293
Oman,1995,2139000,15304.99062,0.025622298,0.025675107,34.52959136,0.774285524
Oman,2000,2432000,17396.8725,0.011132374,0.020685216,35.25201264,0.823927532
Pakistan,1950,39448232,720.7262719,-1.73E-06,0.023805145,7.214900565,0.18598433
Pakistan,1955,44434445,720.7200362,0.00193553,0.025143245,10.0795275,0.173236351
Pakistan,1960,50386898,727.7287719,0.057844245,0.026393153,27.02264793,0.209937473
Pakistan,1965,57494940,971.7996277,0.033354186,0.026698551,26.29110284,0.174584121
Pakistan,1970,65705964,1148.165315,0.015091549,0.025688976,20.58686604,0.205755136
Pakistan,1975,74711541,1238.155827,0.031689041,0.026318242,22.8917814,0.244671954
Pakistan,1980,85219117,1450.731975,0.030962455,0.030132826,21.87463962,0.269729683
Pakistan,1985,99076266,1693.640768,0.026256293,0.029123252,21.66911381,0.275033593
Pakistan,1990,114606690,1931.23941,0.012141917,0.031542653,21.50907207,0.300120818
Pakistan,1995,134185000,2052.116223,-0.019850778,0.025495894,18.70332903,0.29149992
Pakistan,2000,152429000,1858.217465,0.025641578,0.020969865,16.89452922,0.304366842
Panama,1950,892502,1845.930172,0.017848877,0.024865032,13.90429387,1.322118342
Panama,1955,1010655,2018.243734,0.014588013,0.025416577,17.29981319,1.315838848
Panama,1960,1147610,2170.956299,0.048827481,0.028893304,18.87249334,1.402884039
Panama,1965,1325975,2771.268522,0.04336411,0.02875958,21.15167738,1.48962826
Panama,1970,1531038,3442.251333,0.024957403,0.026639319,29.79892557,1.669331319
Panama,1975,1749172,3899.751103,0.060391073,0.022716097,24.59374176,1.863269187
Panama,1980,1959566,5274.4167,0.01758998,0.020181077,19.91424203,1.499274383
Panama,1985,2167617,5759.311851,-0.00492252,0.019820734,10.96070271,1.246698618
Panama,1990,2393441,5619.290417,0.024799779,0.019470911,19.87662086,1.663512756
Panama,1995,2638173,6361.118892,0.018248928,0.018891232,26.62548439,1.62932626
Panama,2000,2899513,6968.841022,0.02303699,0.016891169,19.29948141,1.32887982
Papua.New.Guinea,1960,1746986,886.9516879,0.05605105,0.025999875,9.826387391,0.500612722
Papua.New.Guinea,1965,1989516,1173.851808,0.026174831,0.027962231,18.12801858,0.619215799
Papua.New.Guinea,1970,2288056,1337.984849,0.006681541,0.026313902,20.54400753,0.816030347
Papua.New.Guinea,1975,2609796,1383.438884,0.079522982,0.027281654,14.87027362,0.836011204
Papua.New.Guinea,1980,2991217,2058.931695,-0.005836334,0.024412388,19.76204936,0.899650259
Papua.New.Guinea,1985,3379549,1999.716829,-0.019286741,0.024944021,15.12638239,0.935217691
Papua.New.Guinea,1990,3828459,1815.883053,0.045769589,0.025545177,16.3942845,0.919416181
Papua.New.Guinea,1995,4350054,2282.838951,-0.013028355,0.025195716,14.85561138,1.05254964
Papua.New.Guinea,2000,4934083,2138.870843,0.005384994,0.023688746,19.06757309,1.213414002
Paraguay,1951,1515299,1773.618026,0.000190272,0.02612009,11.85357644,0.410361781
Paraguay,1956,1726702,1775.306182,0.016280856,0.025247653,13.16064273,0.481845506
Paraguay,1961,1959034,1925.868787,-0.004615762,0.025758032,11.78737451,0.437634414
Paraguay,1966,2228306,1881.930993,0.02354688,0.026539917,14.43481472,0.434427973
Paraguay,1971,2544518,2117.069397,0.042581568,0.027639472,18.55431724,0.433578841
Paraguay,1976,2921621,2619.387768,0.077171856,0.023073331,26.64942267,0.520562966
Paraguay,1981,3278891,3852.798982,-0.018902016,0.028515325,26.1281167,0.484366049
Paraguay,1986,3781353,3505.348036,0.012294947,0.028811702,23.48193392,0.895696162
Paraguay,1991,4367280,3727.59983,-0.011156246,0.028004429,24.66666936,1.106370626
Paraguay,1996,5023679,3525.362679,-0.006099721,0.018951731,20.25567236,0.990873694
Paraguay,2001,5523000,3419.467074,0.011395464,0.017233214,16.57285541,0.939935748
Peru,1950,7632500,2895.874897,0.040382293,0.025525268,47.9440394,0.493230373
Peru,1955,8671500,3543.79697,0.01173608,0.027123878,48.35756344,0.534363762
Peru,1960,9931000,3757.970848,0.041030643,0.028767666,40.85229867,0.54721094
Peru,1965,11467300,4613.710236,0.021546635,0.028034344,34.04668771,0.469758598
Peru,1970,13192800,5138.522227,0.025915655,0.027813648,19.39192701,0.397163414
Peru,1975,15161199,5849.427583,-0.009042549,0.026339041,21.51376393,0.480745292
Peru,1980,17295298,5590.848488,-0.031919911,0.023296614,24.05500676,0.485252718
Peru,1985,19431933,4766.115009,-0.034896432,0.021152781,18.42820233,0.328697241
Peru,1990,21599748,4003.021101,0.036421171,0.020592072,22.4084397,0.283658476
Peru,1995,23942186,4802.589286,0.009027676,0.01492324,27.32088367,0.316917352
Peru,2000,25797000,5024.337406,0.030009785,0.012363296,21.85989244,0.350480634
Philippines,1950,21131264,890.217207,0.043446795,0.030016527,16.19176954,0.267197854
Philippines,1955,24553055,1106.214892,0.034493747,0.030016538,17.50784481,0.231860868
Philippines,1960,28528939,1314.442889,0.024304975,0.030732809,19.16197229,0.292643953
Philippines,1965,33267569,1484.291851,0.011855117,0.029753001,20.35177078,0.343080609
Philippines,1970,38603696,1574.934017,0.03457708,0.027693591,18.88917821,0.449524987
Philippines,1975,44336842,1872.171105,0.028637258,0.027767213,27.05492175,0.466099396
Philippines,1980,50940182,2160.382015,-0.031884503,0.024940731,26.368062,0.518135504
Philippines,1985,57705685,1842.019547,0.023098998,0.024076041,17.28340702,0.529796619
Philippines,1990,65087720,2067.535954,0.00059801,0.02183873,21.49773262,0.653659796
Philippines,1995,72597432,2073.727241,0.030146671,0.022451521,21.79763658,0.970930666
Philippines,2000,81222082,2411.094855,0.004173785,0.021490577,19.58887841,1.077639314
Poland,1970,32526000,6060.815017,0.04807787,0.008683128,19.47819858,0.492623405
Poland,1975,33969240,7707.806389,0.025236532,0.009254502,19.64121585,0.483218757
Poland,1980,35578016,8744.42444,-0.015594528,0.009054787,19.36415569,0.445978822
Poland,1985,37225792,8088.502856,-0.010670293,0.004744339,20.02956741,0.399804165
Poland,1990,38119408,7668.278828,0.028724034,0.002509072,14.53811455,0.429415968
Poland,1995,38600642,8852.610219,0.052083619,0.000277119,19.40471961,0.504252723
Poland,2000,38654164,11486.01779,0.032037068,-0.000498264,18.97267515,0.650589899
Portugal,1950,8442750,2590.937314,0.046330148,0.005832801,18.14012907,0.329895394
Portugal,1955,8692600,3266.341167,0.040684793,0.007764395,18.88542115,0.353664213
Portugal,1960,9036700,4003.201497,0.058869495,0.002029133,24.69360431,0.372221566
Portugal,1965,9128850,5373.298087,0.066529536,-0.001863212,25.90119665,0.464445957
Portugal,1970,9044200,7493.901599,0.029599593,0.007953023,28.27137549,0.49649292
Portugal,1975,9411090,8689.257851,0.045234716,0.007645146,23.49517186,0.446810037
Portugal,1980,9777800,10894.53311,-0.001831455,0.002427314,26.95627806,0.604004873
Portugal,1985,9897192,10795.22428,0.064362896,0.000514575,24.21495746,0.646089083
Portugal,1990,9922689,14893.40237,0.013820562,0.002858811,27.22166126,0.622128067
Portugal,1995,10065543,15958.97126,0.037478039,0.00529519,29.95372881,0.649909887
Portugal,2000,10335597,19248.08021,0.008633267,0.004413481,30.34203542,0.659279734
Puerto.Rico,1950,2218000,3270.01028,0.054244347,0.002864865,30.48626927,1.291283702
Puerto.Rico,1955,2250000,4288.833846,0.057488064,0.009376717,33.77063651,1.332610994
Puerto.Rico,1960,2358000,5717.062845,0.062482981,0.019291221,34.62655812,1.092690387
Puerto.Rico,1965,2596774,7813.633462,0.057426064,0.009401324,36.39591737,1.076554684
Puerto.Rico,1970,2721754,10412.43129,0.005486428,0.015094635,32.24900959,1.116119594
Puerto.Rico,1975,2935124,10702.0204,0.034748657,0.017882315,20.81113336,1.32611722
Puerto.Rico,1980,3209648,12732.72987,0.018943538,0.010467464,13.76312783,1.376453424
Puerto.Rico,1985,3382106,13997.70693,0.052344783,0.008950974,16.65253418,1.366509447
Puerto.Rico,1990,3536910,18185.37026,0.015521009,0.008100428,17.6515714,1.341273908
Puerto.Rico,1995,3683103,19652.8523,0.052686969,0.007006237,19.46666514,1.266607165
Puerto.Rico,2000,3814413,25576.07458,0.004456401,0.004986278,17.59809522,1.405088877
Romania,1960,18403414,1511.213741,0.083171941,0.006668424,25.95104306,0.052468799
Romania,1965,19027367,2290.506188,0.066116861,0.012480391,29.60295535,0.054011997
Romania,1970,20252541,3187.883258,0.098187634,0.009569231,33.76352147,0.164178133
Romania,1975,21245103,5208.517727,0.072719038,0.008161872,40.35138408,0.363516319
Romania,1980,22130036,7492.409949,-0.001196355,0.003504217,38.203772,0.440620278
Romania,1985,22521195,7447.725832,-0.015100376,0.003038364,35.66616552,0.42089389
Romania,1990,22865945,6906.112202,-0.024031887,-0.001519934,27.66181979,0.482837335
Romania,1995,22692830,6124.195563,-0.000349004,-0.002178408,18.85100998,0.598503709
Romania,2000,22447000,6113.518037,0.062242509,-0.002239966,20.4516452,0.76039772
Russia,1990,147973076,13071.592,-0.09216396,0.000697818,37.08832845,0.598856603
Russia,1995,148490269,8245.120134,0.01109768,-0.002412355,16.18610043,0.554106186
Russia,2000,146709971,8715.559917,0.069819852,-0.005436728,15.76294778,0.608347719
Rwanda,1960,3031804,860.134529,-0.032269291,0.014798335,3.97734285,0.171511999
Rwanda,1965,3264640,731.9720639,0.014784647,0.028741117,4.285431016,0.203490306
Rwanda,1970,3769171,788.1319954,-0.020623249,0.028979444,4.099803772,0.174876368
Rwanda,1975,4356863,710.9124867,0.020373207,0.033000925,7.486958304,0.258381444
Rwanda,1980,5138478,787.1472789,-0.008129332,0.030393388,8.669400484,0.251187898
Rwanda,1985,5981814,755.7938914,0.004620487,0.030915434,10.10288112,0.209669046
Rwanda,1990,6981760,773.4578264,-0.03463062,-0.049147666,6.84588031,0.332061353
Rwanda,1995,5460622,650.4848734,0.003392043,0.086086176,8.235351879,0.312635065
Rwanda,2000,8398000,661.6113242,0.047511046,0.026982939,10.90930228,0.3293765
Saudi.Arabia,1986,13998295,15750.26072,0.033266212,0.030516748,32.89232504,0.682129044
Saudi.Arabia,1991,16305774,18600.49106,-0.025255518,0.047005377,36.49768173,0.689700571
Saudi.Arabia,1996,20625871,16393.91768,0.004775992,0.011036061,33.72003135,0.631523034
Saudi.Arabia,2001,21796000,16790.11559,0.035318082,0.019872883,32.11523652,0.730697011
Senegal,1960,3269808,1421.638598,-0.010390776,0.027082895,7.352643527,0.303839945
Senegal,1965,3743967,1349.664801,-0.011129869,0.028524269,8.547021365,0.33604016
Senegal,1970,4317891,1276.608463,-0.006538174,0.028900415,12.35829316,0.497838625
Senegal,1975,4989168,1235.549799,-0.017287484,0.029680031,10.95772304,0.581369999
Senegal,1980,5787320,1133.23756,-0.000959744,0.031812238,11.63017189,0.647922221
Senegal,1985,6785110,1127.812499,-0.000473132,0.032958007,11.97034093,0.489672053
Senegal,1990,8000632,1125.147632,0.007270562,0.009217737,13.1959985,0.469532403
Senegal,1995,8378000,1166.802457,0.025157983,0.024482816,18.45273738,0.613254813
Senegal,2000,9469000,1323.205205,0.020321603,0.026378626,24.18641868,0.66281439
Serbia,2005,7502197,7292.934998,0.039110968,-0.004139446,24.59041689,0.803821211
Sierra.Leone,1961,2431632,644.449486,0.062534161,0.015048708,8.325634208,0.61217866
Sierra.Leone,1966,2621656,881.0084762,0.018441018,0.015551609,11.02648439,0.573351169
Sierra.Leone,1971,2833646,966.1048191,0.000924498,0.017208656,11.759146,0.529326942
Sierra.Leone,1976,3088259,970.5809658,0.017824723,0.019347024,12.84496167,0.500748157
Sierra.Leone,1981,3401929,1061.054433,-0.004063063,0.021451639,10.69900142,0.254241604
Sierra.Leone,1986,3787101,1039.71626,-0.020237477,0.02725019,10.32025978,0.337079137
Sierra.Leone,1991,4339902,939.6577765,-0.064722396,-0.025992029,8.508757729,0.430126882
Sierra.Leone,1996,3811000,679.8714685,-0.030712577,0.011819074,6.436400169,0.435117496
Sierra.Leone,2001,4043000,583.0896102,0.062505632,0.035074383,-1.731792463,0.558748622
Singapore,1960,1646400,4298.83705,0.017606814,0.027268837,43.69752189,3.124045897
Singapore,1965,1886900,4694.438937,0.074290961,0.018957653,42.77325917,2.632717017
Singapore,1970,2074507,6806.196218,0.080970099,0.017358212,51.77228034,2.756501383
Singapore,1975,2262600,10203.02147,0.068203869,0.01294582,47.63597074,3.27052832
Singapore,1980,2413900,14349.32992,0.038317086,0.026063952,54.37481667,3.778832754
Singapore,1985,2749897,17379.45349,0.05587406,0.020525372,45.91096579,3.420696459
Singapore,1990,3047100,22980.7975,0.062186109,0.030149137,43.24655663,3.349579708
Singapore,1995,3542866,31361.76641,0.039858249,0.02610093,41.91153923,3.407955524
Singapore,2000,4036753,38278.20859,0.017913402,0.018398464,32.39958931,3.86281212
Slovak.Republic,1987,5199318,11754.7474,-0.05951606,0.003944823,27.6606162,0.701294549
Slovak.Republic,1992,5302888,8729.227613,0.074323144,0.002999224,21.14631967,1.102265349
Slovak.Republic,1997,5383010,12658.04031,0.021700932,0.001002201,23.19212458,1.282102954
Slovak.Republic,2002,5410052,14108.77959,0.064671141,0.00137969,22.15166711,1.51598922
Slovenia,1990,1991210,15469.18544,-0.000542874,0.001163438,19.20210781,1.334942242
Slovenia,1995,2002827,15427.2533,0.042719639,0.000814486,26.99860164,1.035762009
Slovenia,2000,2011000,19100.86908,0.039519215,0,29.92873876,1.132402398
Somalia,1970,3666949,914.2837029,0.016550139,0.023675514,12.90905192,0.393629934
Somalia,1975,4127771,993.1598361,-0.054596627,0.067801708,19.77977478,0.368869026
Somalia,1980,5793555,755.8995348,-0.034021887,0.021731408,16.71844531,0.197227346
Somalia,1985,6458539,637.6560573,0.016264896,0.007103066,20.76560414,0.229939258
Somalia,1990,6692038,691.6800693,-0.06892956,-0.008901533,21.47524672,0.038729164
Somalia,1995,6400722,490.0344624,-0.011616449,0.03172511,18.52384965,0.020194404
Somalia,2000,7501000,462.3829655,-0.003528762,0.031715673,18.37472216,0.020076705
South.Africa,1950,13595840,3186.687533,0.020126014,0.024511883,25.218228,0.669924042
South.Africa,1955,15368551,3524.05408,0.017668978,0.025020708,24.43275273,0.619576578
South.Africa,1960,17416653,3849.552645,0.036745032,0.026640914,21.69344161,0.562201246
South.Africa,1965,19898242,4625.951616,0.026474617,0.026698126,28.4164256,0.516082338
South.Africa,1970,22739921,5280.681652,0.011714627,0.025367856,30.98713157,0.501168294
South.Africa,1975,25815144,5599.225719,0.01797641,0.024994513,27.33633398,0.56735412
South.Africa,1980,29251588,6125.806214,-0.019344025,0.031574434,28.65455832,0.533850174
South.Africa,1985,34254092,5561.068398,-0.006261563,0.023247147,19.80959808,0.499751381
South.Africa,1990,38476273,5389.660692,-0.000257395,0.018607974,18.36462193,0.397747973
South.Africa,1995,42227921,5382.728785,0.018135788,0.013000848,21.25972065,0.477003374
South.Africa,2000,45064098,5893.643483,0.033284532,0.010459058,21.07461457,0.557249798
Spain,1950,28062963,3787.294321,0.062044021,0.008755282,17.36906081,0.084592493
Spain,1955,29318745,5164.82886,0.039579075,0.008823602,20.86262139,0.102091993
Spain,1960,30641187,6295.073482,0.078814798,0.009205661,22.64103771,0.178258199
Spain,1965,32084511,9335.658662,0.04989172,0.01086951,26.986338,0.22380585
Spain,1970,33876479,11980.7349,0.043939798,0.009719975,26.77974844,0.277684092
Spain,1975,35563535,14924.42191,0.007807952,0.010541934,24.82935852,0.287601142
Spain,1980,37488360,15518.59043,0.006719926,0.005506524,21.13653979,0.369319226
Spain,1985,38534853,16048.86799,0.043672647,0.004190483,23.42803282,0.373350771
Spain,1990,39350769,19965.41553,0.012242599,0.002017431,24.84041056,0.370878993
Spain,1995,39749715,21225.73895,0.037666883,0.004178885,24.20035152,0.50394147
Spain,2000,40589000,25624.50088,0.01761559,0.014788507,27.20115829,0.576893926
Sri.Lanka,1950,7533097,789.3654419,0.011053378,0.028660293,21.09040959,0.921152806
Sri.Lanka,1955,8693779,834.2192655,-0.017313023,0.026257729,22.85816475,0.900779253
Sri.Lanka,1960,9913489,765.0423261,0.025532861,0.025484043,23.96659533,0.790860083
Sri.Lanka,1965,11260675,869.2193119,0.051295893,0.022772972,25.05551629,0.647556142
Sri.Lanka,1970,12618720,1123.354897,0.012015633,0.017595655,28.29269614,0.488533775
Sri.Lanka,1975,13779193,1192.912523,0.039217003,0.017722978,34.31203904,0.650521898
Sri.Lanka,1980,15055970,1451.333559,0.035267229,0.014500486,34.76654773,0.726050741
Sri.Lanka,1985,16188110,1731.207211,0.018234504,0.014036854,27.10077042,0.628899259
Sri.Lanka,1990,17365080,1896.464748,0.03941924,0.012400983,25.53611825,0.704074765
Sri.Lanka,1995,18475882,2309.63082,0.041991486,0.006025669,24.29946345,0.768539581
Sri.Lanka,2000,19041000,2849.219568,0.0307517,0.010854902,23.57691236,0.805187845
Sudan,1970,13787599,1438.977217,0.005392266,0.030463456,4.911552452,0.333232004
Sudan,1975,16056068,1478.301698,-0.003635992,0.034342895,6.034140672,0.278775601
Sudan,1980,19063992,1451.669054,-0.062728715,0.039552226,5.173246677,0.332613006
Sudan,1985,23232739,1060.849913,0.020645886,0.022887955,4.068203981,0.151396829
Sudan,1990,26049595,1176.212843,0.021293597,0.029174096,3.516858941,0.142288225
Sudan,1995,30140588,1308.351316,0.060858629,0.024737715,4.680789623,0.258784704
Sudan,2000,34109000,1773.687923,0.011157224,0.023506435,13.92179841,0.343942295
Sweden,1950,7014005,10296.53692,0.026335138,0.006959967,18.19332047,0.444700228
Sweden,1955,7262388,11745.6541,0.025204837,0.00591538,19.47901941,0.450921126
Sweden,1960,7480395,13323.20819,0.041610692,0.006664318,21.29719766,0.438725828
Sweden,1965,7733853,16404.58637,0.030877315,0.007834094,21.39425145,0.438185184
Sweden,1970,8042803,19143.19931,0.021520407,0.003689901,20.27930826,0.523675503
Sweden,1975,8192566,21317.95257,0.010042774,0.002857874,18.5557277,0.57666491
Sweden,1980,8310473,22415.74089,0.014585884,0.001100729,16.87375557,0.660208178
Sweden,1985,8356337,24111.59517,0.01951799,0.005767359,18.98325915,0.650854137
Sweden,1990,8600815,26583.28948,-0.000550789,0.00634139,17.32511287,0.598829626
Sweden,1995,8877890,26510.18126,0.028993385,0.001036072,16.65826537,0.758986869
Sweden,2000,8924000,30645.80495,0.025742007,0.0017405,17.46951064,0.841556821
Switzerland,1950,4694000,13667.13321,0.034548486,0.011828959,21.57669534,0.514655224
Switzerland,1955,4980000,16244.20689,0.030869954,0.01478143,25.8890812,0.544152733
Switzerland,1960,5362000,18955.34818,0.030417728,0.020575403,31.76542414,0.562940992
Switzerland,1965,5943000,22069.01876,0.03249974,0.010616743,29.04440167,0.566374202
Switzerland,1970,6267000,25963.02628,0.001555884,0.004309389,31.1693177,0.610198717
Switzerland,1975,6403500,26165.7912,0.025842862,-0.000571472,24.13226384,0.641233408
Switzerland,1980,6385229,29774.94259,0.009527453,0.005515556,27.40579647,0.708808667
Switzerland,1985,6563770,31227.66665,0.022537857,0.00814584,29.19346404,0.722524159
Switzerland,1990,6836626,34952.63073,-0.008100065,0.009162275,28.28728227,0.682762979
Switzerland,1995,7157106,33565.32063,0.016288149,0.003047568,27.50582784,0.729727026
Switzerland,2000,7267000,36413.30231,0.006233791,0.006018345,25.96331975,0.84705133
Syria,1960,4532557,1600.093244,0.044314995,0.032258268,20.09950117,0.404819625
Syria,1965,5325878,1996.981681,-0.01780274,0.032258307,18.2036652,0.362405168
Syria,1970,6258053,1826.904821,0.081494176,0.033941953,14.35905127,0.448530663
Syria,1975,7415548,2745.859283,0.024417287,0.033633257,22.27060227,0.532703296
Syria,1980,8773582,3102.413927,-0.004751669,0.035556974,23.30630976,0.434948733
Syria,1985,10480643,3029.574402,-0.032732072,0.034213832,16.95376818,0.436900439
Syria,1990,12436046,2572.200582,0.04817032,0.028067087,16.81762965,0.647762028
Syria,1995,14309657,3272.693639,0.012608852,0.028133327,16.48391933,0.661693965
Syria,2000,16471000,3485.660835,0.019881723,0.023913819,16.67227398,0.689276153
Taiwan,1951,8255000,1210.956243,0.051671403,0.034781499,9.640731954,0.222658826
Taiwan,1956,9823000,1567.947356,0.036960002,0.03169793,9.991391386,0.278789006
Taiwan,1961,11510000,1886.205914,0.065344949,0.02865376,12.18392961,0.367528582
Taiwan,1966,13283000,2615.073242,0.078246208,0.022504887,16.270946,0.506961918
Taiwan,1971,14865000,3867.170668,0.068408358,0.018786642,22.11452871,0.817628311
Taiwan,1976,16329000,5444.276838,0.06874434,0.019152207,24.30281125,0.974113518
Taiwan,1981,17970000,7677.443668,0.057550844,0.014870082,21.01549362,0.962816393
Taiwan,1986,19357000,10237.33012,0.069782738,0.011034648,20.4043807,0.925647473
Taiwan,1991,20455000,14511.6902,0.058772489,0.008918803,25.02002058,0.868698715
Taiwan,1996,21387815,19468.87408,0.029082109,0.008675672,25.49447304,0.947104549
Taiwan,2001,22336000,22516.03074,0.049678221,0.003954205,23.02859355,1.08500695
Tajikistan,1993,5546629,1432.029231,-0.124057906,0.015162697,19.41206871,1.737908106
Tajikistan,1998,5983489,770.1291509,0.11379897,0.018636477,8.133423838,1.511589711
Tajikistan,2003,6567848,1360.425881,0.072748846,0.018712015,6.560801092,1.547882687
Tanzania,1960,10259653,481.5227697,0.029303475,0.02916598,11.08806398,0.456632016
Tanzania,1965,11870412,557.5046774,0.022165381,0.030223461,15.60409175,0.421635074
Tanzania,1970,13806869,622.8450665,0.012621672,0.031324299,21.68114357,0.437972113
Tanzania,1975,16147863,663.4185978,0.003418762,0.028973143,21.44972676,0.371267999
Tanzania,1980,18665062,674.8564278,-0.021167925,0.029378589,15.70084715,0.228973975
Tanzania,1985,21618434,607.0798592,0.017737917,0.030772857,21.36431018,0.341815414
Tanzania,1990,25214284,663.3812965,-0.006582934,0.033103203,27.51177102,0.533056206
Tanzania,1995,29752902,641.9017546,0.022827552,0.024986137,17.27967025,0.486198984
Tanzania,2000,33712118,719.5118685,0.053635094,0.022734574,19.36105588,0.426756414
Thailand,1950,20041628,1014.354001,-0.063442392,0.03142302,14.82697836,0.382651678
Thailand,1955,23451316,738.6286391,0.052733361,0.031944584,18.37459885,0.342449705
Thailand,1960,27512750,961.4687693,0.040047136,0.030604262,23.43671254,0.321283132
Thailand,1965,32061978,1174.617408,0.058775366,0.029140007,30.91477199,0.341504941
Thailand,1970,37090871,1575.888616,0.033816371,0.026150811,32.61721645,0.367979328
Thailand,1975,42272000,1866.194194,0.053805603,0.021314139,33.63933434,0.442165135
