0-60_mph_(sec),3rd_row_head_room_(in_),3rd_row_hip_room_(in_),3rd_row_leg_room_(in_),3rd_row_shoulder_room_(in_),4th_row_head_room_(in_),4th_row_hip_room_(in_),4th_row_leg_room_(in_),4th_row_shoulder_room_(in_),5th_row_head_room_(in_),5th_row_hip_room_(in_),5th_row_leg_room_(in_),5th_row_shoulder_room_(in_),abs_brakes_type,abs_brakes_type_(channel),abs_brakes_type_(wheel),abs_braking_system_(second_line),abs_braking_system_(second_line)_(wheel),aux_fuel_tank_location,base_engine_size_(l),battery_range_(mi),brake_type,cargo_area_length_@_floor_to_seat_1_(in_),cargo_area_length_@_floor_to_seat_2_(in_),cargo_box_width_@_wheelhousings_(in_),cargo_volume_with_rear_seat_down_(ft??),cargo_volume_with_rear_seat_up_(ft??)_(ft??),cargo_capacity_all_seats_in_place_(cu_ft_),comfort,convenience,curb_weight_front_(lbs),curb_weight_rear_(lbs),curb_weight_(lbs_),cylinders,dead_weight_hitch_-_max_tongue_weight_(lbs),dead_weight_hitch_-_max_trailer_weight_(lbs),drag_coefficient_(cd),drive_type,epa_mpg_equivalent_-_city_(mpg),epa_mpg_equivalent_-_combined_(mpg),epa_mpg_equivalent_-_hwy_(mpg),epa_interior_volume_(cu_ft_),epa_mileage_(combined)_(mpg),eighth_gear_ratio,engine_oil_cooler,engine_type,exterior_colors,fifth_gear_ratio,final_drive_axle_ratio,first_gear_ratio,fourth_gear_ratio,front_axle_type,front_brake_rotor_diameter_(in_),front_brakes,front_seat_features,front_suspension_type,front_tire_size,front_tire_size_(x_9_5r15),front_wheel_diameter_(in_),front_wheel_material,front_wheel_width_(in_),front_head_room_(in_),front_hip_room_(in_),front_leg_room_(in_),front_shoulder_room_(in_),front_track_(in_),fuel_tank_location,fuel_tank_capacity_(gal_),gross_vehicle_weight_rating_cap_(lbs),gross_weight_(lbs_),ground_clearance_(in_),height_(in_),horsepower_(hp),horsepower_rpm,in_car_entertainment,instrumentation,interior_colors,length_(in_),liftover_height_(in_),max_trailering_capacity_(lbs),maximum_cargo_capacity_(cu_ft_),memorized_settings,other_features,passenger_capacity,passenger_doors,power_features,rear_axle_type,rear_brake_rotor_diameter_(in_),rear_brakes,rear_drum_brake_dimensions,rear_drum_brake_dimensions_(in_),rear_drum_brake_dimensions_(x_-_tbd_-_in_),rear_drum_brake_dimensions_(x_-tbd_-_in_),rear_drum_brake_dimensions_(x_-tbd-_in_),rear_drum_brake_dimensions_(x_0_39_in_),rear_drum_brake_dimensions_(x_0_4_in_),rear_drum_brake_dimensions_(x_0_43_in_),rear_drum_brake_dimensions_(x_0_47_in_),rear_drum_brake_dimensions_(x_0_5_in_),rear_drum_brake_dimensions_(x_0_71_in_),rear_drum_brake_dimensions_(x_0_8_in_),rear_drum_brake_dimensions_(x_0_85_in_),rear_drum_brake_dimensions_(x_0_9_in_),rear_drum_brake_dimensions_(x_0_98_in_),rear_drum_brake_dimensions_(x_1_in_),rear_drum_brake_dimensions_(x_1_0_in_),rear_drum_brake_dimensions_(x_1_17_in_),rear_drum_brake_dimensions_(x_1_18_in_),rear_drum_brake_dimensions_(x_1_2_in_),rear_drum_brake_dimensions_(x_1_3_in_),rear_drum_brake_dimensions_(x_1_34_in_),rear_drum_brake_dimensions_(x_1_38_in_),rear_drum_brake_dimensions_(x_1_4_in_),rear_drum_brake_dimensions_(x_1_40_in_),rear_drum_brake_dimensions_(x_1_46_in_),rear_drum_brake_dimensions_(x_1_48_in_),rear_drum_brake_dimensions_(x_1_5_in_),rear_drum_brake_dimensions_(x_1_56_in_),rear_drum_brake_dimensions_(x_1_57_in_),rear_drum_brake_dimensions_(x_1_58_in_),rear_drum_brake_dimensions_(x_1_6_in_),rear_drum_brake_dimensions_(x_1_60_in_),rear_drum_brake_dimensions_(x_1_65_in_),rear_drum_brake_dimensions_(x_1_7_in_),rear_drum_brake_dimensions_(x_1_75_in_),rear_drum_brake_dimensions_(x_1_77_in_),rear_drum_brake_dimensions_(x_1_79_in_),rear_drum_brake_dimensions_(x_1_8_in_),rear_drum_brake_dimensions_(x_1_9_in_),rear_drum_brake_dimensions_(x_1_96_in_),rear_drum_brake_dimensions_(x_1_97_in_),rear_drum_brake_dimensions_(x_2_0_in_),rear_drum_brake_dimensions_(x_2_00_in_),rear_drum_brake_dimensions_(x_2_01_in_),rear_drum_brake_dimensions_(x_2_1_in_),rear_drum_brake_dimensions_(x_2_16_in_),rear_drum_brake_dimensions_(x_2_17_in_),rear_drum_brake_dimensions_(x_2_2_in_),rear_drum_brake_dimensions_(x_2_25_in_),rear_drum_brake_dimensions_(x_2_28_in_),rear_drum_brake_dimensions_(x_2_3_in_),rear_drum_brake_dimensions_(x_2_36_in_),rear_drum_brake_dimensions_(x_2_4_in_),rear_drum_brake_dimensions_(x_2_42_in_),rear_drum_brake_dimensions_(x_2_5_in_),rear_drum_brake_dimensions_(x_2_50_in_),rear_drum_brake_dimensions_(x_2_75_in_),rear_drum_brake_dimensions_(x_3_0_in_),rear_drum_brake_dimensions_(x_3_5_in_),rear_drum_brake_dimensions_(x_3_50_in_),rear_seat_features,rear_suspension_type,rear_suspension_type_(link_solid_axle),rear_tire_size,rear_tire_size_(x_9_5r15),rear_wheel_diameter_(in_),rear_wheel_material,rear_wheel_width_(in_),rear_head_room_(in_),rear_hip_room_(in_),rear_leg_room_(in_),rear_shoulder_room_(in_),rear_track_(in_),reverse_ratio,safety,second_gear_ratio,seventh_gear_ratio,sixth_gear_ratio,spare_tire_size,spare_tire_size_(x_-_tbd_-),spare_tire_size_(x_7),spare_tire_size_(x_9_5r15),spare_wheel_diameter_(in_),spare_wheel_material,spare_wheel_width_(in_),tpms,third_gear_ratio,torque_(ft-lbs_),torque_rpm,transfer_case_power_take_off,transfer_case_power_take_off_access,transmission,transmission_(amp_generator_(deleted_when_(mr6)_6-speed_manual_transmission_is_ordered)),transmission_(speed_auto_transmission),transmission_(speed_manual_transmission),turning_circle,turning_circle_(ft_),valves,weight_distributing_hitch_-_max_tongue_weight_(lbs),weight_distributing_hitch_-_max_trailer_weight_(lbs),wheelbase_(in_),width,city_mpg,edition,highway_mpg,make,model,price_($),year
float,float,float,float,float,float,float,float,float,float,float,float,float,str,float,float,str,float,str,float,float,str,float,float,float,float,float,float,str,str,float,float,float,float,float,float,float,str,float,float,float,float,float,float,str,str,str,float,float,float,float,str,float,str,str,str,str,float,float,str,float,float,float,float,float,float,str,float,float,float,float,float,float,str,str,str,str,float,float,float,float,str,str,float,float,str,str,float,str,empty,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,str,str,float,str,float,float,str,float,float,float,float,float,float,float,str,float,float,float,str,float,float,float,float,str,float,str,float,float,str,empty,empty,str,float,float,float,str,float,float,float,float,float,float,float,empty,float,str,str,str,int
